transacao_id,id_incremental,produto,quantidade,preco_unitario,valor_total,metodo_pagamento,localidade,data_transacao
TXN_1494608,1494608,Tea,3,1.5,4.5,Credit Card,In-Store,2023-05-07
TXN_7615147,7615147,Sandwich,4,4.0,16.0,Cash,In-Store,2023-05-19
TXN_5892508,5892508,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-03-21
TXN_5546684,5546684,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-10-02
TXN_6402128,6402128,Sandwich,4,4.0,16.0,Digital Wallet,In-Store,2023-11-09
TXN_5009706,5009706,Sandwich,2,4.0,8.0,Digital Wallet,In-Store,2023-09-20
TXN_3380698,3380698,Coffee,3,2.0,6.0,Credit Card,Takeaway,2023-12-15
TXN_1512118,1512118,Salad,4,5.0,20.0,Cash,In-Store,2023-03-01
TXN_4033888,4033888,Sandwich,2,4.0,8.0,Cash,In-Store,2023-02-04
TXN_7880148,7880148,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-12-12
TXN_4187420,4187420,Cake,3,3.0,9.0,Digital Wallet,In-Store,2023-01-31
TXN_9553579,9553579,Cake,2,3.0,6.0,Credit Card,In-Store,2023-10-03
TXN_3854285,3854285,Salad,3,5.0,15.0,Cash,Takeaway,2023-07-18
TXN_5614488,5614488,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-07-22
TXN_6035534,6035534,Salad,4,5.0,20.0,Credit Card,In-Store,2023-12-18
TXN_7201724,7201724,Salad,1,5.0,5.0,Cash,Takeaway,2023-03-20
TXN_6113876,6113876,Cake,3,3.0,9.0,Cash,In-Store,2023-03-01
TXN_6450138,6450138,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-04-13
TXN_7085875,7085875,Juice,3,3.0,9.0,Digital Wallet,In-Store,2023-08-23
TXN_6057379,6057379,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-03-18
TXN_9313535,9313535,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-06-04
TXN_9626053,9626053,Salad,1,5.0,5.0,Cash,Takeaway,2023-08-11
TXN_5583534,5583534,Cookie,2,1.0,2.0,Cash,Takeaway,2023-10-31
TXN_1438257,1438257,Salad,4,5.0,20.0,Credit Card,Takeaway,2023-06-13
TXN_3963927,3963927,Sandwich,4,4.0,16.0,Credit Card,In-Store,2023-01-03
TXN_7023528,7023528,Tea,5,1.5,7.5,Cash,In-Store,2023-10-28
TXN_9124680,9124680,Cookie,2,1.0,2.0,Cash,Takeaway,2023-10-03
TXN_7853635,7853635,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-02-16
TXN_3516263,3516263,Cake,2,3.0,6.0,Digital Wallet,In-Store,2023-09-23
TXN_1591640,1591640,Cake,2,3.0,6.0,Cash,In-Store,2023-05-26
TXN_1697018,1697018,Juice,4,3.0,12.0,Digital Wallet,In-Store,2023-07-02
TXN_2667225,2667225,Salad,2,5.0,10.0,Cash,In-Store,2023-11-21
TXN_9159212,9159212,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-01-12
TXN_3282436,3282436,Salad,5,5.0,25.0,Credit Card,In-Store,2023-12-14
TXN_8465274,8465274,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-02-01
TXN_8330446,8330446,Smoothie,3,4.0,12.0,Credit Card,In-Store,2023-08-06
TXN_9769410,9769410,Salad,1,5.0,5.0,Cash,In-Store,2023-07-22
TXN_1437083,1437083,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-03-15
TXN_2413626,2413626,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-11-06
TXN_3392848,3392848,Cake,2,3.0,6.0,Cash,In-Store,2023-04-03
TXN_7027905,7027905,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-07-17
TXN_8808034,8808034,Smoothie,2,4.0,8.0,Cash,In-Store,2023-08-09
TXN_1663113,1663113,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-12-24
TXN_6189334,6189334,Sandwich,1,4.0,4.0,Cash,In-Store,2023-01-12
TXN_6908287,6908287,Cookie,1,1.0,1.0,Cash,In-Store,2023-08-04
TXN_6829707,6829707,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-08-17
TXN_7303706,7303706,Coffee,2,2.0,4.0,Cash,In-Store,2023-12-14
TXN_1730647,1730647,Juice,5,3.0,15.0,Digital Wallet,In-Store,2023-01-18
TXN_4936135,4936135,Coffee,4,2.0,8.0,Cash,In-Store,2023-12-08
TXN_4496665,4496665,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-12-10
TXN_8209794,8209794,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-10-25
TXN_3330687,3330687,Cake,5,3.0,15.0,Cash,In-Store,2023-12-26
TXN_5354746,5354746,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-03-06
TXN_3736798,3736798,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-07-01
TXN_6719521,6719521,Salad,5,5.0,25.0,Cash,In-Store,2023-08-03
TXN_5386752,5386752,Salad,4,5.0,20.0,Digital Wallet,In-Store,2023-12-07
TXN_1022523,1022523,Salad,4,5.0,20.0,Cash,In-Store,2023-11-25
TXN_6202015,6202015,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-08-22
TXN_6928137,6928137,Cake,3,3.0,9.0,Digital Wallet,In-Store,2023-10-11
TXN_5913013,5913013,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-11-29
TXN_7433269,7433269,Tea,1,1.5,1.5,Cash,In-Store,2023-05-18
TXN_4617771,4617771,Smoothie,4,4.0,16.0,Digital Wallet,Takeaway,2023-09-10
TXN_1741325,1741325,Tea,2,1.5,3.0,Credit Card,In-Store,2023-03-31
TXN_9983356,9983356,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-09-20
TXN_8964527,8964527,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-02-22
TXN_9408993,9408993,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-08-19
TXN_7810285,7810285,Cake,4,3.0,12.0,Cash,Takeaway,2023-10-25
TXN_1961595,1961595,Smoothie,5,4.0,20.0,Digital Wallet,In-Store,2023-07-02
TXN_4179561,4179561,Cookie,2,1.0,2.0,Digital Wallet,In-Store,2023-11-12
TXN_9056301,9056301,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-03-02
TXN_6910030,6910030,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-07-09
TXN_7609781,7609781,Smoothie,3,4.0,12.0,Cash,In-Store,2023-03-13
TXN_8398059,8398059,Cake,1,3.0,3.0,Cash,Takeaway,2023-10-15
TXN_1792573,1792573,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-12-07
TXN_9991225,9991225,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-02-03
TXN_8734476,8734476,Tea,1,1.5,1.5,Cash,Takeaway,2023-09-12
TXN_6471962,6471962,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-09-21
TXN_4792702,4792702,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-06-28
TXN_3572190,3572190,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-03-05
TXN_6791398,6791398,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-12-17
TXN_8361255,8361255,Cake,3,3.0,9.0,Cash,Takeaway,2023-07-29
TXN_6078834,6078834,Smoothie,1,4.0,4.0,Digital Wallet,Takeaway,2023-04-28
TXN_8186625,8186625,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-07-21
TXN_2946829,2946829,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-02-08
TXN_8750849,8750849,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-03-03
TXN_1973716,1973716,Salad,4,5.0,20.0,Credit Card,In-Store,2023-01-21
TXN_1105589,1105589,Coffee,5,2.0,10.0,Cash,Takeaway,2023-07-04
TXN_4988665,4988665,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-12-16
TXN_5412834,5412834,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-07-13
TXN_1389258,1389258,Salad,1,5.0,5.0,Cash,Takeaway,2023-12-31
TXN_8076559,8076559,Cake,5,3.0,15.0,Cash,Takeaway,2023-11-02
TXN_4310310,4310310,Cake,3,3.0,9.0,Cash,Takeaway,2023-03-08
TXN_6411716,6411716,Cake,4,3.0,12.0,Credit Card,In-Store,2023-02-25
TXN_1154979,1154979,Coffee,3,2.0,6.0,Credit Card,In-Store,2023-12-11
TXN_6129205,6129205,Sandwich,5,4.0,20.0,Cash,In-Store,2023-07-20
TXN_4832513,4832513,Cookie,5,1.0,5.0,Credit Card,In-Store,2023-06-05
TXN_4356223,4356223,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-11-23
TXN_2471972,2471972,Cookie,1,1.0,1.0,Cash,Takeaway,2023-04-08
TXN_6555617,6555617,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-12-27
TXN_6899834,6899834,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-01-27
TXN_7538570,7538570,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-04-18
TXN_8789116,8789116,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-01-13
TXN_8930109,8930109,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-05-17
TXN_9799798,9799798,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-05-23
TXN_1681153,1681153,Juice,3,3.0,9.0,Cash,Takeaway,2023-02-09
TXN_4255503,4255503,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-11-19
TXN_2385697,2385697,Coffee,1,2.0,2.0,Cash,Takeaway,2023-09-10
TXN_9151321,9151321,Sandwich,4,4.0,16.0,Cash,In-Store,2023-01-05
TXN_1602799,1602799,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-03-23
TXN_9579181,9579181,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-05-24
TXN_1388606,1388606,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-08-31
TXN_2336857,2336857,Cake,3,3.0,9.0,Cash,In-Store,2023-08-02
TXN_9526867,9526867,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-10-21
TXN_5792655,5792655,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-12-21
TXN_7782538,7782538,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-08-15
TXN_6404763,6404763,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-11-13
TXN_4915908,4915908,Sandwich,5,4.0,20.0,Credit Card,In-Store,2023-06-06
TXN_7043825,7043825,Juice,2,3.0,6.0,Cash,Takeaway,2023-02-07
TXN_5788769,5788769,Juice,1,3.0,3.0,Cash,In-Store,2023-07-19
TXN_5856820,5856820,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-07-18
TXN_9354616,9354616,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-01-27
TXN_5268203,5268203,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-03-04
TXN_5226635,5226635,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-02-01
TXN_9278992,9278992,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-12-15
TXN_4369292,4369292,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-10-09
TXN_3912727,3912727,Tea,5,1.5,7.5,Digital Wallet,Takeaway,2023-04-13
TXN_6983139,6983139,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-12-18
TXN_5977414,5977414,Cake,2,3.0,6.0,Credit Card,In-Store,2023-08-06
TXN_8550184,8550184,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-04-05
TXN_6962242,6962242,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-06-30
TXN_4548466,4548466,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-11-30
TXN_5944206,5944206,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-05-12
TXN_9212178,9212178,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-11-18
TXN_9201212,9201212,Smoothie,4,4.0,16.0,Digital Wallet,Takeaway,2023-06-08
TXN_7055260,7055260,Sandwich,4,4.0,16.0,Digital Wallet,In-Store,2023-06-20
TXN_1757340,1757340,Cake,2,3.0,6.0,Credit Card,In-Store,2023-12-29
TXN_9390740,9390740,Cake,2,3.0,6.0,Cash,In-Store,2023-12-06
TXN_1082421,1082421,Salad,1,5.0,5.0,Digital Wallet,In-Store,2023-12-19
TXN_6451377,6451377,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-03-19
TXN_2142961,2142961,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-09-21
TXN_5575561,5575561,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-02-13
TXN_1007347,1007347,Salad,4,5.0,20.0,Digital Wallet,In-Store,2023-08-28
TXN_6731518,6731518,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-12-04
TXN_3455702,3455702,Salad,1,5.0,5.0,Cash,Takeaway,2023-03-23
TXN_7794561,7794561,Juice,4,3.0,12.0,Credit Card,In-Store,2023-05-18
TXN_7688625,7688625,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-12-15
TXN_8831924,8831924,Coffee,3,2.0,6.0,Digital Wallet,In-Store,2023-07-12
TXN_1360998,1360998,Cookie,2,1.0,2.0,Cash,Takeaway,2023-07-30
TXN_9047278,9047278,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-06-20
TXN_4516901,4516901,Tea,2,1.5,3.0,Credit Card,In-Store,2023-09-05
TXN_6817795,6817795,Tea,1,1.5,1.5,Cash,Takeaway,2023-09-12
TXN_6809170,6809170,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-08-10
TXN_7365744,7365744,Cookie,4,1.0,4.0,Cash,In-Store,2023-08-20
TXN_9847116,9847116,Salad,3,5.0,15.0,Cash,Takeaway,2023-07-28
TXN_8356338,8356338,Salad,5,5.0,25.0,Credit Card,In-Store,2023-08-06
TXN_4413506,4413506,Juice,4,3.0,12.0,Digital Wallet,In-Store,2023-10-29
TXN_4737392,4737392,Sandwich,2,4.0,8.0,Cash,In-Store,2023-02-17
TXN_9538738,9538738,Coffee,4,2.0,8.0,Cash,In-Store,2023-09-25
TXN_1854102,1854102,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-07-18
TXN_8837375,8837375,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-11-21
TXN_7950226,7950226,Tea,1,1.5,1.5,Digital Wallet,In-Store,2023-10-13
TXN_9086541,9086541,Salad,3,5.0,15.0,Cash,In-Store,2023-02-15
TXN_8017969,8017969,Juice,1,3.0,3.0,Cash,Takeaway,2023-03-26
TXN_6667388,6667388,Cake,3,3.0,9.0,Cash,In-Store,2023-08-14
TXN_9425645,9425645,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-03-19
TXN_6747376,6747376,Smoothie,3,4.0,12.0,Digital Wallet,In-Store,2023-11-20
TXN_2062269,2062269,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-09-08
TXN_8313892,8313892,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-11-29
TXN_6712994,6712994,Coffee,3,2.0,6.0,Cash,Takeaway,2023-10-02
TXN_6257776,6257776,Juice,5,3.0,15.0,Cash,In-Store,2023-10-28
TXN_6073195,6073195,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-09-13
TXN_4291132,4291132,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-08-07
TXN_1622123,1622123,Cookie,2,1.0,2.0,Cash,Takeaway,2023-01-05
TXN_2878078,2878078,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-12-15
TXN_7134579,7134579,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-06-06
TXN_6921057,6921057,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-07-10
TXN_2335088,2335088,Salad,4,5.0,20.0,Cash,In-Store,2023-10-27
TXN_9778859,9778859,Cookie,3,1.0,3.0,Cash,Takeaway,2023-06-05
TXN_6386662,6386662,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-12-04
TXN_5491825,5491825,Cake,4,3.0,12.0,Cash,In-Store,2023-06-09
TXN_3326110,3326110,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-08-13
TXN_5455079,5455079,Salad,2,5.0,10.0,Cash,In-Store,2023-11-30
TXN_5526475,5526475,Tea,4,1.5,6.0,Cash,In-Store,2023-05-06
TXN_3800253,3800253,Cake,2,3.0,6.0,Cash,Takeaway,2023-01-15
TXN_4134478,4134478,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-06-25
TXN_7296498,7296498,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-05-19
TXN_2488987,2488987,Tea,5,1.5,7.5,Cash,In-Store,2023-06-12
TXN_1865735,1865735,Smoothie,2,4.0,8.0,Digital Wallet,In-Store,2023-09-22
TXN_5303275,5303275,Cookie,4,1.0,4.0,Cash,Takeaway,2023-09-18
TXN_9316158,9316158,Sandwich,5,4.0,20.0,Cash,In-Store,2023-10-31
TXN_8207244,8207244,Tea,5,1.5,7.5,Cash,Takeaway,2023-05-04
TXN_2814866,2814866,Smoothie,1,4.0,4.0,Digital Wallet,In-Store,2023-07-29
TXN_2560137,2560137,Cake,1,3.0,3.0,Cash,Takeaway,2023-10-13
TXN_7350571,7350571,Smoothie,1,4.0,4.0,Credit Card,In-Store,2023-02-19
TXN_3915802,3915802,Coffee,3,2.0,6.0,Cash,Takeaway,2023-12-16
TXN_2493262,2493262,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-01-03
TXN_6038791,6038791,Juice,2,3.0,6.0,Digital Wallet,In-Store,2023-03-06
TXN_1335337,1335337,Tea,3,1.5,4.5,Credit Card,In-Store,2023-09-06
TXN_7730388,7730388,Cookie,5,1.0,5.0,Digital Wallet,In-Store,2023-09-09
TXN_6363897,6363897,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-11-26
TXN_1893222,1893222,Smoothie,5,4.0,20.0,Credit Card,In-Store,2023-12-20
TXN_5624179,5624179,Cookie,1,1.0,1.0,Cash,Takeaway,2023-10-26
TXN_3450160,3450160,Cake,4,3.0,12.0,Credit Card,In-Store,2023-10-23
TXN_4075432,4075432,Sandwich,5,4.0,20.0,Cash,In-Store,2023-09-12
TXN_2023802,2023802,Cake,2,3.0,6.0,Cash,In-Store,2023-02-28
TXN_8182245,8182245,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-10-24
TXN_3970335,3970335,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-09-01
TXN_7100596,7100596,Smoothie,5,4.0,20.0,Credit Card,In-Store,2023-09-14
TXN_1481116,1481116,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-02-26
TXN_9454212,9454212,Juice,5,3.0,15.0,Cash,In-Store,2023-11-19
TXN_3648327,3648327,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-08-17
TXN_6188394,6188394,Juice,5,3.0,15.0,Credit Card,In-Store,2023-10-05
TXN_2553803,2553803,Juice,1,3.0,3.0,Cash,In-Store,2023-12-29
TXN_8018479,8018479,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-09-15
TXN_3046108,3046108,Tea,5,1.5,7.5,Digital Wallet,Takeaway,2023-01-15
TXN_4454198,4454198,Tea,1,1.5,1.5,Digital Wallet,In-Store,2023-08-22
TXN_5855756,5855756,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-08-29
TXN_6758675,6758675,Juice,1,3.0,3.0,Credit Card,In-Store,2023-11-05
TXN_7681072,7681072,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-07-07
TXN_8789986,8789986,Cake,2,3.0,6.0,Cash,Takeaway,2023-09-21
TXN_8382825,8382825,Coffee,5,2.0,10.0,Cash,In-Store,2023-01-20
TXN_4486700,4486700,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-02-08
TXN_5085328,5085328,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-02-03
TXN_6191769,6191769,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-05-17
TXN_6110386,6110386,Smoothie,1,4.0,4.0,Cash,In-Store,2023-03-17
TXN_8257774,8257774,Cookie,5,1.0,5.0,Cash,Takeaway,2023-03-04
TXN_1225638,1225638,Cake,4,3.0,12.0,Cash,Takeaway,2023-05-28
TXN_5508620,5508620,Sandwich,2,4.0,8.0,Cash,In-Store,2023-08-26
TXN_7864080,7864080,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-11-12
TXN_2463115,2463115,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-09-12
TXN_6762172,6762172,Coffee,5,2.0,10.0,Cash,Takeaway,2023-01-19
TXN_5591967,5591967,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-04-08
TXN_5861158,5861158,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-11-21
TXN_2848654,2848654,Smoothie,5,4.0,20.0,Digital Wallet,In-Store,2023-03-15
TXN_3034652,3034652,Juice,5,3.0,15.0,Credit Card,In-Store,2023-11-04
TXN_6607568,6607568,Coffee,2,2.0,4.0,Cash,In-Store,2023-03-24
TXN_9837568,9837568,Salad,5,5.0,25.0,Cash,In-Store,2023-04-17
TXN_9425610,9425610,Sandwich,3,4.0,12.0,Cash,In-Store,2023-01-08
TXN_9749333,9749333,Cookie,5,1.0,5.0,Cash,In-Store,2023-02-27
TXN_7376092,7376092,Cookie,4,1.0,4.0,Cash,In-Store,2023-11-07
TXN_8278982,8278982,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-09-06
TXN_7686476,7686476,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-01-03
TXN_3981000,3981000,Tea,1,1.5,1.5,Digital Wallet,In-Store,2023-05-24
TXN_7367474,7367474,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-01-01
TXN_1498343,1498343,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-03-31
TXN_3107619,3107619,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-05-31
TXN_7411993,7411993,Cake,2,3.0,6.0,Digital Wallet,In-Store,2023-02-11
TXN_4679593,4679593,Juice,1,3.0,3.0,Cash,In-Store,2023-01-10
TXN_1630051,1630051,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-03-17
TXN_2566258,2566258,Cookie,4,1.0,4.0,Cash,Takeaway,2023-06-08
TXN_4864206,4864206,Cookie,5,1.0,5.0,Cash,In-Store,2023-03-18
TXN_5113993,5113993,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-02-10
TXN_2192787,2192787,Sandwich,5,4.0,20.0,Cash,In-Store,2023-01-01
TXN_2127588,2127588,Cake,4,3.0,12.0,Cash,In-Store,2023-07-17
TXN_5538713,5538713,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-09-20
TXN_2565449,2565449,Smoothie,3,4.0,12.0,Credit Card,In-Store,2023-10-04
TXN_9224501,9224501,Salad,5,5.0,25.0,Credit Card,In-Store,2023-12-08
TXN_5767393,5767393,Smoothie,3,4.0,12.0,Digital Wallet,In-Store,2023-09-11
TXN_9287133,9287133,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-04-20
TXN_7134064,7134064,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-04-04
TXN_5486063,5486063,Smoothie,3,4.0,12.0,Cash,In-Store,2023-05-21
TXN_2285849,2285849,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-09-10
TXN_9577271,9577271,Sandwich,5,4.0,20.0,Cash,In-Store,2023-09-30
TXN_2624121,2624121,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-01-28
TXN_7868879,7868879,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-05-02
TXN_6243519,6243519,Coffee,3,2.0,6.0,Cash,Takeaway,2023-03-03
TXN_8668901,8668901,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-06-30
TXN_4903004,4903004,Tea,4,1.5,6.0,Digital Wallet,In-Store,2023-12-03
TXN_2195218,2195218,Cake,4,3.0,12.0,Digital Wallet,In-Store,2023-09-10
TXN_7362525,7362525,Cake,5,3.0,15.0,Cash,Takeaway,2023-06-09
TXN_8753888,8753888,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-12-25
TXN_8956534,8956534,Coffee,5,2.0,10.0,Cash,Takeaway,2023-06-05
TXN_7957208,7957208,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-04-14
TXN_1749105,1749105,Sandwich,5,4.0,20.0,Cash,In-Store,2023-10-17
TXN_1248266,1248266,Salad,3,5.0,15.0,Credit Card,In-Store,2023-10-14
TXN_5331122,5331122,Salad,4,5.0,20.0,Credit Card,In-Store,2023-09-26
TXN_1227800,1227800,Juice,3,3.0,9.0,Cash,Takeaway,2023-02-19
TXN_2699583,2699583,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-07-26
TXN_2156218,2156218,Smoothie,2,4.0,8.0,Digital Wallet,In-Store,2023-07-24
TXN_4894699,4894699,Cookie,2,1.0,2.0,Digital Wallet,In-Store,2023-02-20
TXN_8631468,8631468,Cake,1,3.0,3.0,Credit Card,In-Store,2023-10-10
TXN_2378096,2378096,Tea,3,1.5,4.5,Cash,Takeaway,2023-09-22
TXN_3620110,3620110,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-06-01
TXN_1005331,1005331,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-11-04
TXN_1579182,1579182,Juice,5,3.0,15.0,Cash,In-Store,2023-02-20
TXN_9298053,9298053,Juice,5,3.0,15.0,Cash,In-Store,2023-06-29
TXN_6236864,6236864,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-08-17
TXN_7201361,7201361,Smoothie,3,4.0,12.0,Cash,In-Store,2023-05-26
TXN_2229365,2229365,Sandwich,2,4.0,8.0,Cash,In-Store,2023-09-07
TXN_5563675,5563675,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-01-01
TXN_7907499,7907499,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-04-18
TXN_8360073,8360073,Cake,4,3.0,12.0,Digital Wallet,In-Store,2023-06-15
TXN_2690515,2690515,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-09-06
TXN_2080682,2080682,Coffee,3,2.0,6.0,Credit Card,In-Store,2023-05-02
TXN_5661891,5661891,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-10-28
TXN_9834415,9834415,Cookie,2,1.0,2.0,Credit Card,In-Store,2023-12-28
TXN_4002629,4002629,Cake,5,3.0,15.0,Credit Card,In-Store,2023-06-15
TXN_4735392,4735392,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-04-04
TXN_8410712,8410712,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-10-23
TXN_6009395,6009395,Sandwich,4,4.0,16.0,Cash,In-Store,2023-07-20
TXN_3733753,3733753,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-03-10
TXN_4084548,4084548,Salad,2,5.0,10.0,Cash,In-Store,2023-07-21
TXN_7125945,7125945,Cake,3,3.0,9.0,Credit Card,In-Store,2023-01-30
TXN_5435751,5435751,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-05-24
TXN_6885561,6885561,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-06-24
TXN_6304285,6304285,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-11-16
TXN_3653328,3653328,Cookie,4,1.0,4.0,Digital Wallet,In-Store,2023-06-27
TXN_1270603,1270603,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-12-03
